question_number,title,coverage,score,question_weight,my_forecast,open_date,resolution_date,resolution_value,question_type
42438,How far will the Duke Blue Devils advance in the NCAA's 2026 March Madness?,84.1%,-,1.0,Round of 64: 2.7%; Round of 32: 8.5%; Sweet 16: 19.3%; Elite Eight: 22.3%; Final Four: 21.0%; Championship Game (loss): 11.7%; Championship Game (win): 14.5%,2026-03-05,,,multiple_choice
42323,"As of April 30, 2026, what will be the cumulative number of people detected arriving in the UK in small boats in 2026?",87.5%,-,1.0,"0–5,000: 12.8%; 5,001–10,000: 46.0%; 10,001–20,000: 37.3%; 20,001+: 3.8%",2026-03-06,,,multiple_choice
42324,"How many new entries will be added to CISA’s KEV catalog between February 17, 2026 and April 30, 2026?",90.0%,-,1.0,Not Forecast,2026-03-06,,,discrete
42474,Will the US and Iran agree to a ceasefire before May 2026?,95.8%,-,1.0,25.5%,2026-03-06,,,binary
42632,"Will every party win fewer than 10 seats in the Faroe Islands’ 2026 general election before March 31, 2026?",29.1%,-,1.0,79.0%,2026-03-13,,,binary
42648,"How many ICJ judgments, advisory opinions, and orders dated from March 5, 2026 through April 30, 2026 inclusive will appear on the ICJ Decisions page before April 30, 2026?",95.0%,-,1.0,Not Forecast,2026-03-20,,,discrete
42561,What will be the highest price of Brent crude oil during April 2026?,74.1%,-,1.0,"[0.00594, 0.0061656961, 0.0063913923, 0.0066170884, 0.0068427845, 0.0070684806, 0.0072941768, 0.0075198729, 0.007745569, 0.0079712652, 0.0081969613, 0.0084226574, 0.0086483536, 0.0088740497, 0.0090997458, 0.0093254419, 0.0095511381, 0.0097768342, 0.0100025303, 0.0102282265, 0.0104539226, 0.0106796187, 0.0109053148, 0.011131011, 0.0113567071, 0.0115824032, 0.0118080994, 0.0120337955, 0.0122594916, 0.013904258, 0.0157365575, 0.0175688569, 0.0194011564, 0.0212334558, 0.0234698527, 0.0264911185, 0.0295123843, 0.0325491069, 0.0366225127, 0.0406959184, 0.0453021713, 0.0503286901, 0.0558471023, 0.0617309724, 0.0682658972, 0.0751489363, 0.0824707146, 0.0904018624, 0.0987492101, 0.1075058649, 0.1166595519, 0.1262042669, 0.1361116547, 0.1463416073, 0.1568747399, 0.1676630936, 0.1786874424, 0.1899054141, 0.2012959394, 0.212843361, 0.2244991745, 0.2362441671, 0.248056023, 0.2599107874, 0.2717931551, 0.2836831897, 0.2955641703, 0.3074218331, 0.3192427856, 0.3310160593, 0.3427263248, 0.3543632967, 0.365926901, 0.3774046605, 0.3887882766, 0.4000770921, 0.4112478825, 0.4223091609, 0.4332586349, 0.444084946, 0.4547925144, 0.4653711016, 0.4758238215, 0.4861397106, 0.4963247198, 0.5063690804, 0.5162798044, 0.5260449799, 0.5356738341, 0.5451567123, 0.5544968866, 0.5636979329, 0.5727537965, 0.5816650331, 0.5904395253, 0.5990766499, 0.6075495539, 0.6158718605, 0.6240567494, 0.6321065204, 0.6400239411, 0.6478019025, 0.6554082186, 0.6628868138, 0.6702428623, 0.6774656651, 0.6845150362, 0.6914523748, 0.6982851281, 0.7049331421, 0.7114685587, 0.717910264, 0.7241555387, 0.7303179691, 0.7363588307, 0.7422441521, 0.7480690996, 0.753692968, 0.7592591067, 0.7646735986, 0.7699952427, 0.7751957906, 0.7802842665, 0.7852675107, 0.7901382129, 0.7949020771, 0.7995741326, 0.8041178611, 0.8086127082, 0.812932657, 0.8172526059, 0.8213689548, 0.8254638294, 0.8294527672, 0.8333183378, 0.8371839084, 0.8408498923, 0.8444867374, 0.8480959261, 0.8514985811, 0.8549012362, 0.858264152, 0.8614346523, 0.8646051526, 0.8677744685, 0.8707088749, 0.8736432812, 0.8765776876, 0.879375133, 0.8820732782, 0.8847714234, 0.8874695687, 0.8899644103, 0.8924230334, 0.8948816564, 0.8973402794, 0.8996203225, 0.9018398376, 0.9040593527, 0.9062788677, 0.9084520059, 0.9104310344, 0.9124100628, 0.9143890913, 0.9163681198, 0.9183299885, 0.9200676601, 0.9218053317, 0.9235430033, 0.9252806749, 0.9270183465, 0.9287037802, 0.9302005884, 0.9316973966, 0.9331942048, 0.934691013, 0.9361878212, 0.9376846294, 0.9390880164, 0.9403440809, 0.9416001454, 0.9428562099, 0.9441122744, 0.9453683389, 0.9466244034, 0.9478804679, 0.9490896554, 0.9501066974, 0.9511237393, 0.9521407812, 0.9531578231, 0.9541748651, 0.955191907, 0.9562089489, 0.9572259908, 0.9582430328, 0.9592600747, 0.9617616327, 0.9642944218, 0.9668272109, 0.96936]",2026-03-13,,,numeric
42314,"Will Colombia hold its 2026 parliamentary election before March 9, 2026?",82.9%,-,1.0,97.0%,2026-03-01,,,binary
42747,Will the U.S. conduct a ground invasion of Iran before May 2026?,61.2%,-,1.0,18.0%,2026-03-20,,,binary
42748,"Will shipping traffic through the Strait of Hormuz return to normal before April 27, 2026?",62.1%,-,1.0,24.0%,2026-03-20,,,binary
42796,Will the Bank of England report more than 60000 net mortgage approvals for house purchase in the UK for February 2026?,28.9%,-,0.8,58.0%,2026-03-21,,,binary
42797,Will average hourly earnings for all employees on U.S. private nonfarm payrolls rise by more than 0.3% from February 2026 to March 2026?,96.2%,-,1.0,49.5%,2026-03-21,,,binary
41458,What will be the ending value of the ICE BofA US High Yield Option-Adjusted Spread for these biweekly periods of Q1 2026? (Jan 19 - Jan 30),0.8,-,0.8,Not Forecast,2026-01-05,2026-03-01,,numeric
41759,"What will be the State Bank of Pakistan's target policy rate as of May 1, 2026?",1.0,-,1.0,Not Forecast,2026-01-30,,,numeric
41901,"Will the U.S. impose new secondary sanctions related to Russian oil exports before May 1, 2026?",1.0,-,1.0,Not Forecast,2026-01-31,,,binary
41902,"What will be the UK Consumer Prices Index (CPI) 12-month rate (year-over-year percent change) for March 2026, as reported by the UK Office for National Statistics (ONS)?",1.0,-,1.0,Not Forecast,2026-02-01,,,discrete
41904,Will the Tisza Party win more parliamentary seats than Fidesz–KDNP in Hungary’s 2026 parliamentary election?,1.0,-,1.0,Not Forecast,2026-02-01,,,binary
41839,"Will the New START nuclear arms control agreement be renewed until at least February 5, 2027, before February 5, 2026?",1.0,-,1.0,Not Forecast,2026-02-01,2026-02-05,,binary
41852,How many vehicles will Tesla report producing in 2025?,1.0,-,1.0,Not Forecast,2026-02-09,2026-02-09,,numeric
42041,Will the average daily price of kerosene jet fuel in the US Gulf Coast be greater than $2.50 per gallon in February 2026?,1.0,-,0.7,Not Forecast,2026-02-10,,,binary
41857,Will Israel pass the Penal Bill (Death Penalty for Terrorists amendment) into law before April 2026?,1.0,-,0.7,Not Forecast,2026-02-11,,,binary
42051,"What will be the upper bound of the Federal Funds Target Range on April 30, 2026?",1.0,-,0.7,Not Forecast,2026-02-13,,,numeric
42104,"Which party will win the Quebec provincial by-election in Chicoutimi scheduled for February 23, 2026?",1.0,-,1.0,Not Forecast,2026-02-14,,,multiple_choice
42238,"Will the English Wikipedia have at least 7,160,000 articles before April 1, 2026?",0.6,-,0.6,Not Forecast,2026-02-23,,,binary
42647,Will the European Court of Human Rights list at least one entry labeled “Grand Chamber Judgment” on its Delivery of Judgments page?,20.4%,-,1.0,84.5%,2026-03-20,,,binary
42512,"Will Google Chrome Stable release notes mention a vulnerability exploited in the wild before May 1, 2026?",92.1%,-,1.0,96.0%,2026-03-13,,,binary
42646,"Will the next UN Security Council resolution renewing the UNMISS mandate be adopted with at least one abstention before April 30, 2026?",14.2%,-,1.0,23.5%,2026-03-19,,,binary
42644,"Will CDC report cumulative influenza-associated pediatric deaths of at least 140 for the 2025–26 U.S. flu season before April 30, 2026?",82.8%,-,0.8,70.0%,2026-03-18,,,binary
42513,"Will EUR/GBP fall below 0.82 before May 1, 2026?",74.8%,-,1.0,15.0%,2026-03-13,,,binary
42633,What seasonally adjusted labor-force participation rate will BLS report for U.S. women ages 25–54 for March 2026?,73.0%,-,1.0,77.8 or below: 17.2%; 77.9: 22.7%; 78.0: 25.8%; 78.1: 19.2%; Greater than 78.1: 15.2%,2026-03-14,,,multiple_choice
42514,Will the April 2026 Android Security Bulletin list at least one vulnerability rated “Critical” in Android Framework or System?,94.8%,-,1.0,65.0%,2026-03-14,,,binary
42515,"Will Apple publish an iOS or iPadOS security update noting active exploitation before May 1, 2026?",93.8%,-,1.0,53.5%,2026-03-14,,,binary
42516,"Will the U.S. Congress pass (House and Senate) a standalone FAA extension or authorization bill before May 1, 2026?",64.8%,-,1.0,37.0%,2026-03-14,,,binary
42634,Will at least one No. 1 seed reach the 2026 NCAA Division I men’s basketball national championship game?,65.3%,-,1.0,81.5%,2026-03-14,,,binary
42635,Which conference will the NCAA Division I men’s basketball national champion belong to?,58.7%,-,1.0,ACC: 21.8%; Big Ten: 16.8%; Big 12: 26.0%; SEC: 23.2%; Other: 12.2%,2026-03-14,,,multiple_choice
42636,"Will the U.S. Copyright Office publish a final, non-prepublication version of AI Report Part 3 before April 15, 2026?",41.0%,-,1.0,17.5%,2026-03-15,,,binary
42562,How many points will the Presidents' Trophy winner have at the end of the 2025–2026 NHL season?,90.9%,-,1.0,Not Forecast,2026-03-15,,,discrete
42637,"How many Artemis Accords signatories will NASA list on its Artemis Accords page before April 30, 2026?",57.2%,-,1.0,Less than or equal to 61: 38.5%; 62: 37.5%; Greater than 62: 24.0%,2026-03-16,,,multiple_choice
42638,"Will Copernicus report that Europe was warmer than the 1991–2020 average in March 2026 before April 30, 2026?",96.4%,-,1.0,63.0%,2026-03-16,,,binary
42639,"Will Microsoft list at least one exploited Windows vulnerability in a Patch Tuesday release before May 1, 2026?",44.7%,-,1.0,86.5%,2026-03-16,,,binary
42640,"Will the U.S. Nuclear Regulatory Commission post a new advanced-reactor licensing milestone before April 30, 2026?",93.4%,-,1.0,46.5%,2026-03-17,,,binary
42641,"Will Blue Origin launch its New Glenn rocket before May 1, 2026?",11.0%,-,1.0,57.0%,2026-03-18,,,binary
42642,"Will the U.S. Supreme Court’s current Granted \u0026 Noted List show at least five distinct cases with “Granted” dates from March 5, 2026 through April 30, 2026 ?",33.7%,-,1.0,72.5%,2026-03-18,,,binary
42563,Will a 1kt meteor strike take place during March or April 2026?,55.0%,-,1.0,65.5%,2026-03-18,,,binary
42643,"What cumulative influenza-associated pediatric death total will CDC report for the 2025–26 U.S. flu season in the last eligible FluView before April 30, 2026?",42.3%,-,0.8,"[0, 0.0010675934, 0.0021351869, 0.0032027803, 0.0042703738, 0.0053379672, 0.0064055607, 0.0074731541, 0.0085407476, 0.009608341, 0.0106942624, 0.0118270821, 0.0129599018, 0.0140927214, 0.0152255411, 0.0163583608, 0.0174911805, 0.0186240001, 0.0197568198, 0.0210077651, 0.0229418196, 0.0248758741, 0.0268099286, 0.0287439831, 0.0306780377, 0.0332946972, 0.0359887961, 0.038682895, 0.041490661, 0.0449055073, 0.0483203536, 0.0518848299, 0.0559844992, 0.0600841685, 0.0646876405, 0.0694362728, 0.0746009657, 0.0799692412, 0.0858031394, 0.0918183759, 0.0983112161, 0.1051142238, 0.1122104664, 0.1197001193, 0.1275928386, 0.1358101042, 0.1443627794, 0.1532595885, 0.1625019877, 0.1720850395, 0.1819964777, 0.1922237691, 0.2027487677, 0.2135523654, 0.2246174553, 0.2359327169, 0.2474729276, 0.2592176305, 0.271167463, 0.2832859487, 0.2955517723, 0.3079397818, 0.3204362534, 0.3330249523, 0.3456754386, 0.3583702926, 0.3710934094, 0.3838235201, 0.3965432653, 0.4092370383, 0.4218811719, 0.4344673083, 0.4469830305, 0.4594071562, 0.4717259333, 0.4839318133, 0.496017887, 0.5079732558, 0.5197742891, 0.5314180261, 0.542908993, 0.554232177, 0.5653843593, 0.5763635586, 0.5871561842, 0.597757467, 0.6081623064, 0.6183759161, 0.6283952316, 0.6382180942, 0.647843321, 0.6572703085, 0.6664834941, 0.6754952802, 0.6843081838, 0.6929258363, 0.7013484009, 0.7095798662, 0.7176285684, 0.7254605326, 0.7330845223, 0.7405382306, 0.7478329111, 0.7549067045, 0.7617883653, 0.7685289794, 0.7750777108, 0.7814267512, 0.7876649487, 0.7936760788, 0.7995478312, 0.805280826, 0.8108025912, 0.8162579573, 0.821449465, 0.8266213877, 0.8315084861, 0.8363955845, 0.8410066679, 0.8456049488, 0.8499759148, 0.8542832232, 0.8584550993, 0.8624668077, 0.8664785162, 0.8702040024, 0.8739181092, 0.8775534724, 0.8809677245, 0.8843819767, 0.8876990849, 0.890812464, 0.8939258432, 0.8970104764, 0.8998193847, 0.9026282929, 0.9054372012, 0.9080905958, 0.9105943729, 0.91309815, 0.9156019271, 0.9179592581, 0.920157392, 0.9223555259, 0.9245536598, 0.9267517937, 0.9286821475, 0.9305742976, 0.9324664476, 0.9343585977, 0.9362507477, 0.9379878457, 0.9395738216, 0.9411597974, 0.9427457733, 0.9443317492, 0.9459177251, 0.9474831631, 0.9487649407, 0.9500467182, 0.9513284957, 0.9526102733, 0.9538920508, 0.9551738284, 0.9564556059, 0.9577257865, 0.9587060893, 0.9596863922, 0.960666695, 0.9616469979, 0.9626273007, 0.9636076036, 0.9645879064, 0.9655682093, 0.9665485121, 0.967528815, 0.9683882992, 0.9690721299, 0.9697559606, 0.9704397912, 0.9711236219, 0.9718074525, 0.9724912832, 0.9731751139, 0.9738589445, 0.9745427752, 0.9752266059, 0.9759104365, 0.9765942672, 0.9772780978, 0.9779619285, 0.9786457592, 0.9797231597, 0.9808965147, 0.9820698698, 0.9832432248, 0.9844165798, 0.9855899349, 0.9867632899, 0.987936645, 0.98911]",2026-03-18,,,numeric
42645,Will the White House announce at least one new nomination to a Cabinet-level office in April 2026?,7.7%,-,1.0,36.5%,2026-03-19,,,binary
42301,How many #1 seeds will reach the Elite Eight in the NCAA's 2026 March Madness?,90.9%,-,1.0,0: 3.0%; 1: 14.2%; 2: 32.5%; 3: 34.8%; 4: 15.5%,2026-02-28,,,multiple_choice
42100,"What will be the Chinese model share on Openrouter for the week of April 19, 2026?",53.8%,-,1.0,"[0.01088, 0.0722943706, 0.0747129736, 0.0771315766, 0.0795501796, 0.0819868905, 0.0844310419, 0.0868751934, 0.0893193448, 0.0918838444, 0.0945347647, 0.097185685, 0.0998366053, 0.1026423124, 0.1054908195, 0.1083393266, 0.1112356548, 0.1142732282, 0.1173108017, 0.1203483751, 0.1235572457, 0.1267759133, 0.1299945809, 0.1333569537, 0.1367492052, 0.1401414567, 0.1436788319, 0.1472375516, 0.1508052043, 0.1545236175, 0.1582420308, 0.1620160118, 0.1658876413, 0.1697592708, 0.1737451772, 0.1777638073, 0.1818230314, 0.1859826782, 0.190142325, 0.1944214919, 0.198716378, 0.2030833815, 0.2075079145, 0.2119694324, 0.2165181865, 0.221079022, 0.2257467218, 0.2304144217, 0.2351916009, 0.2399731074, 0.2448496813, 0.2497399797, 0.254716782, 0.2597109702, 0.2647878349, 0.2698811145, 0.2750570116, 0.2802446786, 0.2855178292, 0.2908005696, 0.2961632389, 0.3015422648, 0.3069857013, 0.312457445, 0.3179772508, 0.3235377108, 0.3291295497, 0.334774343, 0.3404352252, 0.3461583422, 0.3518980023, 0.3576804636, 0.3634935785, 0.3693312469, 0.3752122645, 0.381108383, 0.387044208, 0.3930005708, 0.3989794138, 0.4049899002, 0.4110132091, 0.4170661141, 0.423134864, 0.4292188625, 0.4353265527, 0.4414433444, 0.4475777565, 0.4537241351, 0.4598779002, 0.4660471275, 0.4722208239, 0.4784016487, 0.4845884484, 0.4907776305, 0.4969700402, 0.5031624498, 0.5093548594, 0.5155436126, 0.521729554, 0.5279103788, 0.5340827873, 0.540250296, 0.546404061, 0.5525482893, 0.5586827014, 0.5647969098, 0.5709015818, 0.5769855803, 0.5830508754, 0.5891037804, 0.5951231955, 0.6011293465, 0.6071081895, 0.6130597725, 0.6189955975, 0.6248864886, 0.6307618274, 0.6365994958, 0.6424064765, 0.6481889379, 0.6539220041, 0.659639353, 0.665298945, 0.6709362102, 0.6765280491, 0.6820805054, 0.6876003112, 0.6930635694, 0.6985070059, 0.7038770577, 0.7092355601, 0.7145129971, 0.7197761732, 0.7249638403, 0.7301292499, 0.7352225295, 0.740288384, 0.7452825723, 0.7502478313, 0.7551381296, 0.7600026155, 0.764784122, 0.7695486561, 0.7742163559, 0.7788829209, 0.783431675, 0.7879804292, 0.7924281447, 0.7968526777, 0.8012052761, 0.8055001621, 0.8097643024, 0.8139239492, 0.818083596, 0.8221271516, 0.8261457817, 0.8301153547, 0.8339869842, 0.8378586137, 0.8416155707, 0.845333984, 0.8490435864, 0.8526023062, 0.8561610259, 0.8596799046, 0.8630721561, 0.8664644076, 0.8698074932, 0.8730261609, 0.8762448285, 0.8794335775, 0.8824711509, 0.8855087244, 0.8885462979, 0.8914216186, 0.8942701257, 0.8971186328, 0.8999023858, 0.9025533062, 0.9052042265, 0.9078551468, 0.910396672, 0.9128408235, 0.9152849749, 0.9177291264, 0.9200860626, 0.9223134475, 0.9245408325, 0.9267682174, 0.9289956023, 0.9310259905, 0.933025579, 0.9350251675, 0.937024756, 0.9390243445, 0.9408324953, 0.942591903, 0.9443513107, 0.9461107185, 0.9478701262, 0.9581349759]",2026-02-16,,,numeric
42246,"Will H.R. 33 (United States–Taiwan Expedited Double-Tax Relief Act) be enacted into law before May 1, 2026?",58.9%,-,1.0,43.5%,2026-02-27,,,binary
41758,"Will North Korea conduct a nuclear test before May 1, 2026?",58.0%,-,1.0,19.8%,2026-01-29,,,binary
41896,What is Egypt’s annual inflation rate (year-over-year percent change) for the Urban Consumer Price Index (Urban CPI) for March 2026?,18.4%,-,1.0,"[0.00594, 0.0061669781, 0.0063939563, 0.0066209344, 0.0068479126, 0.0070748907, 0.0073018688, 0.007528847, 0.0077558251, 0.0079828032, 0.0082097814, 0.0084367595, 0.0086637377, 0.0088907158, 0.0091176939, 0.0093446721, 0.0095716502, 0.0097986284, 0.0100256065, 0.0102525846, 0.0104795628, 0.0107065409, 0.010933519, 0.0111604972, 0.0113874753, 0.0116144535, 0.0118414316, 0.0120684097, 0.0124116651, 0.0139759646, 0.015540264, 0.0171045634, 0.0186688629, 0.0202331623, 0.0217974618, 0.0238524811, 0.0262892044, 0.0287259278, 0.0311626511, 0.0339317875, 0.0371545203, 0.0403772532, 0.0438247683, 0.0477752399, 0.0517257116, 0.0562053759, 0.0608379282, 0.0658695829, 0.0711460079, 0.0768678902, 0.0827763909, 0.0892445929, 0.095988538, 0.1030536639, 0.1106058559, 0.1185450333, 0.1268613291, 0.1355765314, 0.1447042476, 0.1542518644, 0.1642219618, 0.1746133535, 0.1854218675, 0.1966409404, 0.2082620764, 0.220275206, 0.2326967928, 0.2455220121, 0.2587012218, 0.2722383724, 0.2861473363, 0.3003600053, 0.3149160229, 0.3297455334, 0.3448696749, 0.3602282668, 0.3758397774, 0.3916436372, 0.4076368585, 0.4237855598, 0.440058486, 0.4564410104, 0.4728940143, 0.4893920911, 0.5059085623, 0.5224123904, 0.5388788278, 0.5552709598, 0.5715689135, 0.58774681, 0.6037630396, 0.6196116116, 0.6352504378, 0.6506639549, 0.6658311797, 0.6807185389, 0.695321439, 0.7096075475, 0.7235610769, 0.7371942784, 0.7504250633, 0.7633042914, 0.7758176681, 0.7879162242, 0.7996017224, 0.8108879337, 0.8217664541, 0.832230823, 0.8422769833, 0.8519038787, 0.8611142365, 0.8699156131, 0.8783218115, 0.8863548493, 0.8939070413, 0.9010702575, 0.9079168511, 0.9143850531, 0.9204011657, 0.9262361356, 0.9315125606, 0.936663451, 0.9412960033, 0.9459019788, 0.9498524505, 0.9538029222, 0.9573852037, 0.9606079365, 0.9638306694, 0.9667453631, 0.9691820864, 0.9716188098, 0.9740555331, 0.9762721124, 0.9778364119, 0.9794007113, 0.9809650107, 0.9825293102, 0.9840936096, 0.985657909, 0.9861792094, 0.9863105559, 0.9864419025, 0.986573249, 0.9867045955, 0.986835942, 0.9869672885, 0.987098635, 0.9872299815, 0.987361328, 0.9874926745, 0.987624021, 0.9877553675, 0.9878867141, 0.9880180606, 0.9881494071, 0.9882807536, 0.9884121001, 0.9885434466, 0.9886747931, 0.9888061396, 0.9889374861, 0.9890688326, 0.9892001792, 0.9893315257, 0.9894628722, 0.9895942187, 0.9897255652, 0.9898569117, 0.9899882582, 0.9901196047, 0.9902509512, 0.9903822977, 0.9905136442, 0.9906449908, 0.9907763373, 0.9909076838, 0.9910390303, 0.9911703768, 0.9913017233, 0.9914330698, 0.9915644163, 0.9916957628, 0.9918271093, 0.9919584558, 0.9920898024, 0.9922211489, 0.9923524954, 0.9924838419, 0.9926151884, 0.9927465349, 0.9928778814, 0.9930092279, 0.9931405744, 0.9932719209, 0.9934032675, 0.993534614, 0.9936659605, 0.993797307, 0.9939286535, 0.99406]",2026-01-30,,,numeric
41897,"Will the Zaporizhzhia Nuclear Power Plant experience another complete loss of external power before May 1, 2026?",28.8%,-,1.0,46.8%,2026-01-30,,,binary
41898,"Will SpaceX conduct 2 or more orbital Starship launch attempts before May 1, 2026?",73.1%,-,1.0,60.6%,2026-01-30,,,binary
41899,How many vehicle deliveries will Rivian report for Q1 2026?,92.2%,-,1.0,"[0, 0.0004823977, 0.0009647954, 0.001447193, 0.0019295907, 0.0024119884, 0.0028943861, 0.0033767838, 0.0038591815, 0.0043415791, 0.0048239768, 0.0053063745, 0.0057887722, 0.0062711699, 0.0067535676, 0.0072359652, 0.0077183629, 0.0082007606, 0.0086831583, 0.009165556, 0.0096479536, 0.0101303513, 0.010612749, 0.0111568405, 0.0121229709, 0.0130891013, 0.0140552317, 0.0150213621, 0.0159874925, 0.0169536228, 0.0179197532, 0.0188858836, 0.019852014, 0.0208181444, 0.0219595747, 0.0234535096, 0.0249474445, 0.0264413794, 0.0279353143, 0.0294292492, 0.0309231841, 0.0326466982, 0.0346161581, 0.0365856179, 0.0385550778, 0.0405245376, 0.0426394193, 0.0450491512, 0.0474588831, 0.0498686149, 0.0523357653, 0.0551581465, 0.0579805278, 0.0608029091, 0.063848032, 0.0670599474, 0.0702718628, 0.0736478003, 0.0772291645, 0.0808105287, 0.0846180679, 0.0885509921, 0.0925162093, 0.0967844789, 0.1010527486, 0.1055619142, 0.1101506375, 0.1149149729, 0.119810331, 0.1248618167, 0.1300508801, 0.1354108583, 0.1408814466, 0.1465633187, 0.1523154468, 0.1583150163, 0.164409587, 0.1706576484, 0.177093256, 0.1836369267, 0.1903521052, 0.1972353531, 0.2042391939, 0.2113839749, 0.2187172727, 0.2261754531, 0.2337625375, 0.2414862714, 0.2493813036, 0.2574012785, 0.2655467073, 0.2738171873, 0.2822115229, 0.2907395754, 0.2993941143, 0.3081608959, 0.3170370161, 0.3260191006, 0.3351033614, 0.3442856468, 0.3535614842, 0.3629261183, 0.3723745443, 0.3819015379, 0.3915016817, 0.4011693888, 0.4108989243, 0.4206846598, 0.4305205889, 0.4404001345, 0.4503172562, 0.4602658299, 0.4702396617, 0.4802325016, 0.490238056, 0.50025, 0.510261944, 0.5202674984, 0.5302603383, 0.5402341701, 0.5501827438, 0.5600998655, 0.5699794111, 0.5798153402, 0.5896010757, 0.5993306112, 0.6089983183, 0.6185984621, 0.6281254557, 0.6375738817, 0.6469385158, 0.6562143532, 0.6653966386, 0.6744808994, 0.6834629839, 0.6923391041, 0.7011058857, 0.7097604246, 0.7182884771, 0.7266828127, 0.7349532927, 0.7430987215, 0.7511186964, 0.7590137286, 0.7667374625, 0.7743245469, 0.7817827273, 0.7891160251, 0.7962608061, 0.8032646469, 0.8101478948, 0.8168630733, 0.823406744, 0.8298423516, 0.836090413, 0.8421849837, 0.8481845532, 0.8539366813, 0.8596185534, 0.8650891417, 0.8704491199, 0.8756381833, 0.880689669, 0.8855850271, 0.8903493625, 0.8949380858, 0.8994472514, 0.9037155211, 0.9079837907, 0.9119490079, 0.9158819321, 0.9196894713, 0.9232708355, 0.9268521997, 0.9302281372, 0.9334400526, 0.936651968, 0.9396970909, 0.9425194722, 0.9453418535, 0.9481642347, 0.9506313851, 0.9530411169, 0.9554508488, 0.9578605807, 0.9599754624, 0.9619449222, 0.9639143821, 0.9658838419, 0.9678533018, 0.9695768159, 0.9710707508, 0.9725646857, 0.9740586206, 0.9755525555, 0.9770464904, 0.9785404253, 0.9808708356, 0.9836172237, 0.9863636119, 0.98911]",2026-01-30,,,numeric
41900,"Will OpenAI release a model named 'GPT-6' for general public availability before May 1, 2026?",25.4%,-,1.0,12.4%,2026-01-31,,,binary
41905,What will be the reported Q1 2026 global revenue for Zepbound (tirzepatide)?,72.3%,-,1.0,"[0, 0.000565621, 0.0011312419, 0.0016968629, 0.0022624839, 0.0028281048, 0.0033937258, 0.0039593468, 0.0045249677, 0.0050905887, 0.0056562097, 0.0062218307, 0.0067874516, 0.0073530726, 0.0079186936, 0.0084843145, 0.0090499355, 0.0096155565, 0.0101811774, 0.0107467984, 0.0119037336, 0.013191135, 0.0144785363, 0.0157659377, 0.017053339, 0.0183407404, 0.0196281418, 0.0209155431, 0.0227922871, 0.0247925848, 0.0267928825, 0.0287931802, 0.030793478, 0.033279128, 0.035921709, 0.0385642899, 0.0412068709, 0.044408996, 0.0476462448, 0.0508834935, 0.0545877784, 0.0583823855, 0.0622805439, 0.066601288, 0.0709220321, 0.0756824315, 0.0805021836, 0.0857054097, 0.0910000077, 0.0967121425, 0.1025401881, 0.1087205625, 0.1151381349, 0.1217570843, 0.1287483278, 0.1359816813, 0.1434574307, 0.151193588, 0.1592792762, 0.1676231741, 0.176233837, 0.1851163116, 0.194272803, 0.2037031928, 0.2134054472, 0.2233759414, 0.2336097203, 0.2441007094, 0.2548418883, 0.2658254318, 0.2770428281, 0.2884849769, 0.3001422715, 0.3120296549, 0.3241128624, 0.3363783337, 0.3488146662, 0.3614248886, 0.3741914599, 0.3870903266, 0.4001125455, 0.4132573682, 0.4264933968, 0.4398098618, 0.4532008253, 0.4666404889, 0.480117356, 0.4936173113, 0.5071227966, 0.5206184932, 0.5340883365, 0.5475204705, 0.5608926048, 0.5741939368, 0.5874148292, 0.6005269497, 0.6135248766, 0.6264008407, 0.6391302985, 0.6516969913, 0.6641024, 0.6763348893, 0.688370842, 0.700193921, 0.7118097248, 0.7232081739, 0.7343796227, 0.7453149287, 0.7560055343, 0.7664435639, 0.776621942, 0.7865345338, 0.7961763177, 0.8055435957, 0.814634253, 0.8234480811, 0.8319871845, 0.8402564972, 0.8482644469, 0.8560006042, 0.8633953174, 0.8705441708, 0.8774716666, 0.8840662075, 0.8903917429, 0.8965564349, 0.9023039783, 0.9079154585, 0.9132100566, 0.9183077613, 0.9231275134, 0.9277770221, 0.9320977662, 0.9364051423, 0.9401997494, 0.9439943565, 0.947574784, 0.9508120327, 0.9540492815, 0.9571192582, 0.9597618392, 0.9624044202, 0.9650470012, 0.9673899215, 0.9693902192, 0.971390517, 0.9733908147, 0.9753911124, 0.977109435, 0.9783968363, 0.9796842377, 0.980971639, 0.9822590404, 0.9835464418, 0.9848338431, 0.9861212445, 0.9869548782, 0.9871162446, 0.987277611, 0.9874389774, 0.9876003439, 0.9877617103, 0.9879230767, 0.9880844431, 0.9882458095, 0.9884071759, 0.9885685423, 0.9887299087, 0.9888912751, 0.9890526415, 0.9892140079, 0.9893753743, 0.9895367407, 0.9896981071, 0.9898594735, 0.9900208399, 0.9901822063, 0.9903435727, 0.9905049391, 0.9906663055, 0.9908276719, 0.9909890383, 0.9911504047, 0.9913117711, 0.9914731375, 0.9916345039, 0.9917958703, 0.9919572368, 0.9921186032, 0.9922799696, 0.992441336, 0.9926027024, 0.9927640688, 0.9929254352, 0.9930868016, 0.993248168, 0.9934095344, 0.9935709008, 0.9937322672, 0.9938936336, 0.994055]",2026-02-01,,,numeric
41906,"Will the Trump administration initiate another process to significantly reduce federal funding to New York City before May 1, 2026?",66.8%,-,1.0,48.5%,2026-02-01,,,binary
